# pulled from biomart on 2025-10-17
"Gene.stable.ID"	"Gene.stable.ID.version"	"Transcript.stable.ID"	"Transcript.stable.ID.version"	"RefSeq.match.transcript..MANE.Select."
"ENSG00000114850"	"ENSG00000114850.8"	"ENST00000265044"	"ENST00000265044.7"	"NM_007107.5"
"ENSG00000167785"	"ENSG00000167785.10"	"ENST00000601372"	"ENST00000601372.6"	"NM_144693.3"
"ENSG00000110881"	"ENSG00000110881.13"	"ENST00000447966"	"ENST00000447966.7"	"NM_001095.4"
"ENSG00000140995"	"ENSG00000140995.18"	"ENST00000563594"	"ENST00000563594.6"	"NM_001242818.2"
"ENSG00000167755"	"ENSG00000167755.16"	"ENST00000310157"	"ENST00000310157.7"	"NM_002774.4"
"ENSG00000150991"	"ENSG00000150991.17"	"ENST00000339647"	"ENST00000339647.6"	"NM_021009.7"
"ENSG00000170633"	"ENSG00000170633.18"	"ENST00000361234"	"ENST00000361234.10"	"NM_025126.4"
"ENSG00000154710"	"ENSG00000154710.19"	"ENST00000284957"	"ENST00000284957.9"	"NM_014504.3"
"ENSG00000254986"	"ENSG00000254986.9"	"ENST00000531863"	"ENST00000531863.6"	"NM_130443.4"
"ENSG00000140986"	"ENSG00000140986.9"	"ENST00000268661"	"ENST00000268661.8"	"NM_005061.3"
"ENSG00000172037"	"ENSG00000172037.15"	"ENST00000305544"	"ENST00000305544.9"	"NM_002292.4"
"ENSG00000205517"	"ENSG00000205517.14"	"ENST00000380456"	"ENST00000380456.8"	"NM_001035223.4"
"ENSG00000143819"	"ENSG00000143819.14"	"ENST00000272167"	"ENST00000272167.10"	"NM_001136018.4"
"ENSG00000266173"	"ENSG00000266173.8"	"ENST00000336174"	"ENST00000336174.12"	"NM_001003787.4"
"ENSG00000106609"	"ENSG00000106609.17"	"ENST00000341567"	"ENST00000341567.8"	"NM_017994.5"
"ENSG00000102882"	"ENSG00000102882.13"	"ENST00000263025"	"ENST00000263025.9"	"NM_002746.3"
"ENSG00000105810"	"ENSG00000105810.11"	"ENST00000424848"	"ENST00000424848.3"	"NM_001145306.2"
"ENSG00000163755"	"ENSG00000163755.10"	"ENST00000296051"	"ENST00000296051.7"	"NM_032383.5"
"ENSG00000126524"	"ENSG00000126524.13"	"ENST00000246868"	"ENST00000246868.7"	"NM_016038.4"
"ENSG00000116521"	"ENSG00000116521.13"	"ENST00000302631"	"ENST00000302631.8"	"NM_005698.4"
"ENSG00000131143"	"ENSG00000131143.11"	"ENST00000253452"	"ENST00000253452.8"	"NM_001861.6"
"ENSG00000073060"	"ENSG00000073060.18"	"ENST00000261693"	"ENST00000261693.11"	"NM_005505.5"
"ENSG00000042493"	"ENSG00000042493.17"	"ENST00000263867"	"ENST00000263867.9"	"NM_001747.4"
"ENSG00000168827"	"ENSG00000168827.16"	"ENST00000486715"	"ENST00000486715.6"	"NM_024996.7"
"ENSG00000158062"	"ENSG00000158062.22"	"ENST00000374222"	"ENST00000374222.6"	"NM_001389556.1"
"ENSG00000133612"	"ENSG00000133612.21"	"ENST00000397238"	"ENST00000397238.7"	"NM_031946.7"
"ENSG00000167733"	"ENSG00000167733.15"	"ENST00000339423"	"ENST00000339423.7"	"NM_198706.3"
"ENSG00000067836"	"ENSG00000067836.14"	"ENST00000322048"	"ENST00000322048.12"	"NM_024589.3"
"ENSG00000110619"	"ENSG00000110619.19"	"ENST00000380525"	"ENST00000380525.9"	"NM_001014437.3"
"ENSG00000060709"	"ENSG00000060709.18"	"ENST00000690449"	"ENST00000690449.1"	"NM_001393629.1"
"ENSG00000119820"	"ENSG00000119820.12"	"ENST00000238831"	"ENST00000238831.9"	"NM_032312.4"
"ENSG00000244219"	"ENSG00000244219.8"	"ENST00000431679"	"ENST00000431679.6"	"NM_001195541.3"
"ENSG00000132329"	"ENSG00000132329.12"	"ENST00000254661"	"ENST00000254661.5"	"NM_005855.4"
"ENSG00000135617"	"ENSG00000135617.5"	"ENST00000258083"	"ENST00000258083.3"	"NM_032319.3"
"ENSG00000159723"	"ENSG00000159723.6"	"ENST00000290953"	"ENST00000290953.3"	"NM_001138.2"
"ENSG00000170949"	"ENSG00000170949.19"	"ENST00000683776"	"ENST00000683776.1"	"NM_001322131.2"
"ENSG00000125629"	"ENSG00000125629.17"	"ENST00000245787"	"ENST00000245787.9"	"NM_016133.4"
"ENSG00000078967"	"ENSG00000078967.14"	"ENST00000222402"	"ENST00000222402.8"	"NM_015983.4"
"ENSG00000121350"	"ENSG00000121350.17"	"ENST00000240651"	"ENST00000240651.14"	"NM_024854.5"
"ENSG00000116783"	"ENSG00000116783.16"	"ENST00000326637"	"ENST00000326637.8"	"NM_015978.3"
"ENSG00000069345"	"ENSG00000069345.13"	"ENST00000317089"	"ENST00000317089.10"	"NM_005880.4"
"ENSG00000110852"	"ENSG00000110852.6"	"ENST00000228438"	"ENST00000228438.3"	"NM_005127.3"
"ENSG00000006016"	"ENSG00000006016.13"	"ENST00000392386"	"ENST00000392386.8"	"NM_004750.5"
"ENSG00000114650"	"ENSG00000114650.22"	"ENST00000265565"	"ENST00000265565.10"	"NM_012235.4"
"ENSG00000149743"	"ENSG00000149743.15"	"ENST00000317459"	"ENST00000317459.11"	"NM_001033678.4"
"ENSG00000130818"	"ENSG00000130818.13"	"ENST00000253115"	"ENST00000253115.7"	"NM_024106.3"
"ENSG00000205352"	"ENSG00000205352.12"	"ENST00000429243"	"ENST00000429243.7"	"NM_018457.4"
"ENSG00000143369"	"ENSG00000143369.16"	"ENST00000369047"	"ENST00000369047.9"	"NM_004425.4"
"ENSG00000110536"	"ENSG00000110536.15"	"ENST00000326674"	"ENST00000326674.10"	"NM_175732.3"
"ENSG00000146830"	"ENSG00000146830.12"	"ENST00000678049"	"ENST00000678049.1"	"NM_001375765.1"
"ENSG00000007541"	"ENSG00000007541.18"	"ENST00000321878"	"ENST00000321878.10"	"NM_004204.5"
"ENSG00000196776"	"ENSG00000196776.18"	"ENST00000361309"	"ENST00000361309.6"	"NM_001777.4"
"ENSG00000137672"	"ENSG00000137672.14"	"ENST00000344327"	"ENST00000344327.8"	"NM_004621.6"
"ENSG00000051128"	"ENSG00000051128.20"	"ENST00000392351"	"ENST00000392351.8"	"NM_004838.4"
"ENSG00000167378"	"ENSG00000167378.11"	"ENST00000422989"	"ENST00000422989.6"	"NM_001007561.3"
"ENSG00000179943"	"ENSG00000179943.9"	"ENST00000221665"	"ENST00000221665.5"	"NM_032836.3"
"ENSG00000168397"	"ENSG00000168397.18"	"ENST00000404914"	"ENST00000404914.8"	"NM_013325.5"
"ENSG00000198346"	"ENSG00000198346.12"	"ENST00000396403"	"ENST00000396403.9"	"NM_001004301.4"
"ENSG00000171443"	"ENSG00000171443.8"	"ENST00000301073"	"ENST00000301073.4"	"NM_153219.4"
"ENSG00000073350"	"ENSG00000073350.15"	"ENST00000392550"	"ENST00000392550.8"	"NM_001031803.2"
"ENSG00000158850"	"ENSG00000158850.16"	"ENST00000319769"	"ENST00000319769.10"	"NM_003779.4"
"ENSG00000114735"	"ENSG00000114735.11"	"ENST00000232854"	"ENST00000232854.9"	"NM_016173.5"
"ENSG00000104731"	"ENSG00000104731.15"	"ENST00000270583"	"ENST00000270583.10"	"NM_017566.4"
"ENSG00000158966"	"ENSG00000158966.17"	"ENST00000651257"	"ENST00000651257.2"	"NM_020925.4"
"ENSG00000182271"	"ENSG00000182271.14"	"ENST00000328886"	"ENST00000328886.5"	"NM_206832.3"
"ENSG00000163812"	"ENSG00000163812.17"	"ENST00000424952"	"ENST00000424952.7"	"NM_001135179.2"
"ENSG00000130592"	"ENSG00000130592.18"	"ENST00000311604"	"ENST00000311604.8"	"NM_002339.3"
"ENSG00000117115"	"ENSG00000117115.14"	"ENST00000375486"	"ENST00000375486.9"	"NM_007365.3"
"ENSG00000088543"	"ENSG00000088543.16"	"ENST00000357203"	"ENST00000357203.8"	"NM_016210.5"
"ENSG00000064419"	"ENSG00000064419.15"	"ENST00000265388"	"ENST00000265388.10"	"NM_012470.4"
"ENSG00000111640"	"ENSG00000111640.16"	"ENST00000229239"	"ENST00000229239.10"	"NM_002046.7"
"ENSG00000116983"	"ENSG00000116983.14"	"ENST00000372844"	"ENST00000372844.8"	"NM_016257.4"
"ENSG00000196323"	"ENSG00000196323.15"	"ENST00000357899"	"ENST00000357899.9"	"NM_001301098.2"
"ENSG00000120937"	"ENSG00000120937.10"	"ENST00000376468"	"ENST00000376468.4"	"NM_002521.3"
"ENSG00000115380"	"ENSG00000115380.21"	"ENST00000355426"	"ENST00000355426.8"	"NM_001039348.3"
"ENSG00000138463"	"ENSG00000138463.10"	"ENST00000261038"	"ENST00000261038.6"	"NM_032839.3"
"ENSG00000185187"	"ENSG00000185187.15"	"ENST00000431843"	"ENST00000431843.7"	"NM_001135054.2"
"ENSG00000188529"	"ENSG00000188529.16"	"ENST00000492112"	"ENST00000492112.3"	"NM_054016.4"
"ENSG00000129667"	"ENSG00000129667.14"	"ENST00000675367"	"ENST00000675367.1"	"NM_001005498.4"
"ENSG00000173114"	"ENSG00000173114.14"	"ENST00000308478"	"ENST00000308478.10"	"NM_001099658.2"
"ENSG00000067560"	"ENSG00000067560.15"	"ENST00000418115"	"ENST00000418115.6"	"NM_001664.4"
"ENSG00000140988"	"ENSG00000140988.17"	"ENST00000343262"	"ENST00000343262.9"	"NM_002952.4"
"ENSG00000182795"	"ENSG00000182795.14"	"ENST00000359470"	"ENST00000359470.6"	"NM_023938.6"
"ENSG00000123444"	"ENSG00000123444.15"	"ENST00000430070"	"ENST00000430070.7"	"NM_018095.6"
"ENSG00000004700"	"ENSG00000004700.17"	"ENST00000444129"	"ENST00000444129.7"	"NM_002907.4"
"ENSG00000143570"	"ENSG00000143570.20"	"ENST00000356205"	"ENST00000356205.9"	"NM_001271958.2"
"ENSG00000175564"	"ENSG00000175564.14"	"ENST00000314032"	"ENST00000314032.9"	"NM_003356.4"
"ENSG00000010379"	"ENSG00000010379.17"	"ENST00000343164"	"ENST00000343164.9"	"NM_016615.5"
"ENSG00000162631"	"ENSG00000162631.21"	"ENST00000370068"	"ENST00000370068.6"	"NM_001113226.3"
"ENSG00000058056"	"ENSG00000058056.11"	"ENST00000263966"	"ENST00000263966.8"	"NM_003940.3"
"ENSG00000143793"	"ENSG00000143793.14"	"ENST00000272139"	"ENST00000272139.5"	"NM_024319.4"
"ENSG00000103351"	"ENSG00000103351.14"	"ENST00000576634"	"ENST00000576634.6"	"NM_015041.3"
"ENSG00000172273"	"ENSG00000172273.14"	"ENST00000350777"	"ENST00000350777.7"	"NM_198971.3"
"ENSG00000180902"	"ENSG00000180902.19"	"ENST00000321264"	"ENST00000321264.9"	"NM_152783.5"
"ENSG00000006530"	"ENSG00000006530.19"	"ENST00000649286"	"ENST00000649286.2"	"NM_018238.4"
"ENSG00000174514"	"ENSG00000174514.14"	"ENST00000367147"	"ENST00000367147.9"	"NM_181644.5"
"ENSG00000110921"	"ENSG00000110921.15"	"ENST00000228510"	"ENST00000228510.8"	"NM_000431.4"
"ENSG00000176834"	"ENSG00000176834.15"	"ENST00000359236"	"ENST00000359236.10"	"NM_019086.6"
"ENSG00000149115"	"ENSG00000149115.15"	"ENST00000358252"	"ENST00000358252.8"	"NM_033396.3"
"ENSG00000162496"	"ENSG00000162496.11"	"ENST00000616661"	"ENST00000616661.5"	"NM_004753.7"
"ENSG00000125454"	"ENSG00000125454.13"	"ENST00000416858"	"ENST00000416858.7"	"NM_001126121.2"
"ENSG00000186432"	"ENSG00000186432.11"	"ENST00000334256"	"ENST00000334256.9"	"NM_002268.5"
"ENSG00000143995"	"ENSG00000143995.21"	"ENST00000272369"	"ENST00000272369.14"	"NM_002398.3"
"ENSG00000175183"	"ENSG00000175183.11"	"ENST00000311083"	"ENST00000311083.10"	"NM_001321.3"
"ENSG00000108479"	"ENSG00000108479.14"	"ENST00000588479"	"ENST00000588479.6"	"NM_000154.2"
"ENSG00000286190"	"ENSG00000286190.3"	"ENST00000568641"	"ENST00000568641.2"	"NM_001162371.3"
"ENSG00000114473"	"ENSG00000114473.15"	"ENST00000265239"	"ENST00000265239.11"	"NM_032263.5"
"ENSG00000185627"	"ENSG00000185627.20"	"ENST00000532097"	"ENST00000532097.6"	"NM_002817.4"
"ENSG00000173960"	"ENSG00000173960.15"	"ENST00000309033"	"ENST00000309033.5"	"NM_181713.4"
"ENSG00000010626"	"ENSG00000010626.16"	"ENST00000443597"	"ENST00000443597.7"	"NM_001135217.2"
"ENSG00000038358"	"ENSG00000038358.16"	"ENST00000358933"	"ENST00000358933.10"	"NM_014329.5"
"ENSG00000058091"	"ENSG00000058091.18"	"ENST00000380050"	"ENST00000380050.8"	"NM_001287135.2"
"ENSG00000182359"	"ENSG00000182359.16"	"ENST00000531837"	"ENST00000531837.2"	"NM_198439.3"
"ENSG00000135519"	"ENSG00000135519.9"	"ENST00000257981"	"ENST00000257981.7"	"NM_012284.3"
"ENSG00000106153"	"ENSG00000106153.15"	"ENST00000395422"	"ENST00000395422.4"	"NM_016139.4"
"ENSG00000102898"	"ENSG00000102898.14"	"ENST00000219169"	"ENST00000219169.9"	"NM_005796.3"
"ENSG00000166578"	"ENSG00000166578.11"	"ENST00000416617"	"ENST00000416617.3"	"NM_001330452.2"
"ENSG00000267368"	"ENSG00000267368.2"	"ENST00000340457"	"ENST00000340457.8"	"NM_001114403.3"
"ENSG00000125633"	"ENSG00000125633.12"	"ENST00000376300"	"ENST00000376300.7"	"NM_019044.5"
"ENSG00000231738"	"ENSG00000231738.12"	"ENST00000532498"	"ENST00000532498.7"	"NM_001100917.2"
"ENSG00000143578"	"ENSG00000143578.17"	"ENST00000368607"	"ENST00000368607.8"	"NM_001255978.2"
"ENSG00000139433"	"ENSG00000139433.12"	"ENST00000318348"	"ENST00000318348.9"	"NM_016433.4"
"ENSG00000124357"	"ENSG00000124357.14"	"ENST00000244204"	"ENST00000244204.11"	"NM_017567.6"
"ENSG00000016864"	"ENSG00000016864.20"	"ENST00000266014"	"ENST00000266014.11"	"NM_018446.4"
"ENSG00000165973"	"ENSG00000165973.20"	"ENST00000357134"	"ENST00000357134.10"	"NM_006157.5"
"ENSG00000168778"	"ENSG00000168778.14"	"ENST00000303372"	"ENST00000303372.7"	"NM_024809.5"
"ENSG00000134533"	"ENSG00000134533.7"	"ENST00000256953"	"ENST00000256953.6"	"NM_032918.3"
"ENSG00000204186"	"ENSG00000204186.12"	"ENST00000374423"	"ENST00000374423.9"	"NM_020923.3"
"ENSG00000135776"	"ENSG00000135776.6"	"ENST00000344517"	"ENST00000344517.5"	"NM_012089.3"
"ENSG00000185885"	"ENSG00000185885.18"	"ENST00000408968"	"ENST00000408968.4"	"NM_003641.5"
"ENSG00000178772"	"ENSG00000178772.8"	"ENST00000323830"	"ENST00000323830.4"	"NM_001080513.4"
"ENSG00000166086"	"ENSG00000166086.14"	"ENST00000299106"	"ENST00000299106.9"	"NM_032801.5"
"ENSG00000138398"	"ENSG00000138398.18"	"ENST00000260970"	"ENST00000260970.8"	"NM_004792.3"
"ENSG00000124019"	"ENSG00000124019.11"	"ENST00000409685"	"ENST00000409685.4"	"NM_001122779.2"
"ENSG00000111181"	"ENSG00000111181.14"	"ENST00000684302"	"ENST00000684302.1"	"NM_001122848.3"
"ENSG00000011405"	"ENSG00000011405.15"	"ENST00000691414"	"ENST00000691414.1"	"NM_002645.4"
"ENSG00000185813"	"ENSG00000185813.12"	"ENST00000538936"	"ENST00000538936.7"	"NM_002861.5"
"ENSG00000137714"	"ENSG00000137714.4"	"ENST00000260270"	"ENST00000260270.3"	"NM_004109.5"
"ENSG00000148926"	"ENSG00000148926.11"	"ENST00000278175"	"ENST00000278175.10"	"NM_001124.3"
"ENSG00000132437"	"ENSG00000132437.19"	"ENST00000444124"	"ENST00000444124.7"	"NM_001082971.2"
"ENSG00000172508"	"ENSG00000172508.12"	"ENST00000687366"	"ENST00000687366.1"	"NM_001166222.2"
"ENSG00000196715"	"ENSG00000196715.8"	"ENST00000360768"	"ENST00000360768.5"	"NM_173517.6"
"ENSG00000166407"	"ENSG00000166407.15"	"ENST00000335790"	"ENST00000335790.8"	"NM_002315.3"
"ENSG00000197170"	"ENSG00000197170.11"	"ENST00000356126"	"ENST00000356126.8"	"NM_002816.5"
"ENSG00000172115"	"ENSG00000172115.10"	"ENST00000305786"	"ENST00000305786.7"	"NM_018947.6"
"ENSG00000134955"	"ENSG00000134955.13"	"ENST00000403796"	"ENST00000403796.7"	"NM_001145290.2"
"ENSG00000182938"	"ENSG00000182938.8"	"ENST00000328801"	"ENST00000328801.6"	"NM_001272005.2"
"ENSG00000115310"	"ENSG00000115310.20"	"ENST00000337526"	"ENST00000337526.11"	"NM_020532.5"
"ENSG00000144908"	"ENSG00000144908.15"	"ENST00000393434"	"ENST00000393434.7"	"NM_012190.4"
"ENSG00000167083"	"ENSG00000167083.8"	"ENST00000507680"	"ENST00000507680.6"	"NM_001198754.2"
"ENSG00000110011"	"ENSG00000110011.15"	"ENST00000628077"	"ENST00000628077.3"	"NM_005528.4"
"ENSG00000198848"	"ENSG00000198848.14"	"ENST00000360526"	"ENST00000360526.8"	"NM_001025195.2"
"ENSG00000159210"	"ENSG00000159210.11"	"ENST00000502492"	"ENST00000502492.6"	"NM_007241.4"
"ENSG00000078053"	"ENSG00000078053.18"	"ENST00000356264"	"ENST00000356264.7"	"NM_001635.4"
"ENSG00000110455"	"ENSG00000110455.15"	"ENST00000263776"	"ENST00000263776.9"	"NM_032592.4"
"ENSG00000173421"	"ENSG00000173421.18"	"ENST00000452691"	"ENST00000452691.7"	"NM_001135197.2"
"ENSG00000015676"	"ENSG00000015676.19"	"ENST00000355451"	"ENST00000355451.8"	"NM_015332.4"
"ENSG00000172935"	"ENSG00000172935.11"	"ENST00000309099"	"ENST00000309099.7"	"NM_145015.5"
"ENSG00000167699"	"ENSG00000167699.15"	"ENST00000301329"	"ENST00000301329.11"	"NM_016080.4"
"ENSG00000115239"	"ENSG00000115239.25"	"ENST00000263634"	"ENST00000263634.8"	"NM_016115.5"
"ENSG00000164080"	"ENSG00000164080.15"	"ENST00000684192"	"ENST00000684192.1"	"NM_015106.4"
"ENSG00000204316"	"ENSG00000204316.14"	"ENST00000309352"	"ENST00000309352.4"	"NM_032478.4"
"ENSG00000134283"	"ENSG00000134283.19"	"ENST00000358314"	"ENST00000358314.12"	"NM_201439.2"
"ENSG00000167792"	"ENSG00000167792.14"	"ENST00000322776"	"ENST00000322776.11"	"NM_007103.4"
"ENSG00000167434"	"ENSG00000167434.11"	"ENST00000300900"	"ENST00000300900.9"	"NM_000717.5"
"ENSG00000102901"	"ENSG00000102901.14"	"ENST00000562787"	"ENST00000562787.6"	"NM_025082.4"
"ENSG00000108932"	"ENSG00000108932.14"	"ENST00000580666"	"ENST00000580666.6"	"NM_004694.5"
"ENSG00000177311"	"ENSG00000177311.13"	"ENST00000321464"	"ENST00000321464.7"	"NM_001376113.1"
"ENSG00000132323"	"ENSG00000132323.10"	"ENST00000254654"	"ENST00000254654.8"	"NM_030768.3"
"ENSG00000167994"	"ENSG00000167994.14"	"ENST00000394836"	"ENST00000394836.7"	"NM_013401.4"
"ENSG00000163660"	"ENSG00000163660.13"	"ENST00000295926"	"ENST00000295926.8"	"NM_020307.4"
"ENSG00000154265"	"ENSG00000154265.17"	"ENST00000392676"	"ENST00000392676.8"	"NM_172232.4"
"ENSG00000008323"	"ENSG00000008323.17"	"ENST00000684764"	"ENST00000684764.1"	"NM_001384598.1"
"ENSG00000154016"	"ENSG00000154016.15"	"ENST00000284154"	"ENST00000284154.10"	"NM_006613.4"
"ENSG00000187555"	"ENSG00000187555.18"	"ENST00000344836"	"ENST00000344836.9"	"NM_003470.3"
"ENSG00000127837"	"ENSG00000127837.11"	"ENST00000248450"	"ENST00000248450.9"	"NM_001087.5"
"ENSG00000167394"	"ENSG00000167394.14"	"ENST00000300849"	"ENST00000300849.5"	"NM_024706.5"
"ENSG00000180376"	"ENSG00000180376.18"	"ENST00000394672"	"ENST00000394672.8"	"NM_001141947.3"
"ENSG00000115828"	"ENSG00000115828.18"	"ENST00000338415"	"ENST00000338415.8"	"NM_012413.4"
"ENSG00000171150"	"ENSG00000171150.10"	"ENST00000394861"	"ENST00000394861.3"	"NM_144949.3"
"ENSG00000183023"	"ENSG00000183023.20"	"ENST00000332839"	"ENST00000332839.9"	"NM_021097.5"
"ENSG00000129055"	"ENSG00000129055.14"	"ENST00000354910"	"ENST00000354910.10"	"NM_015391.4"
"ENSG00000174776"	"ENSG00000174776.13"	"ENST00000682715"	"ENST00000682715.1"	"NM_001366157.1"
"ENSG00000215644"	"ENSG00000215644.11"	"ENST00000400723"	"ENST00000400723.8"	"NM_000160.5"
"ENSG00000169359"	"ENSG00000169359.17"	"ENST00000643144"	"ENST00000643144.2"	"NM_004733.4"
"ENSG00000110911"	"ENSG00000110911.18"	"ENST00000262052"	"ENST00000262052.9"	"NM_000617.3"
"ENSG00000115866"	"ENSG00000115866.12"	"ENST00000264161"	"ENST00000264161.9"	"NM_001349.4"
"ENSG00000132388"	"ENSG00000132388.14"	"ENST00000396981"	"ENST00000396981.7"	"NM_003342.5"
"ENSG00000105953"	"ENSG00000105953.17"	"ENST00000222673"	"ENST00000222673.6"	"NM_002541.4"
"ENSG00000257949"	"ENSG00000257949.8"	"ENST00000397640"	"ENST00000397640.6"	"NM_001113324.3"
"ENSG00000111300"	"ENSG00000111300.11"	"ENST00000261745"	"ENST00000261745.9"	"NM_024953.4"
"ENSG00000068912"	"ENSG00000068912.16"	"ENST00000185150"	"ENST00000185150.9"	"NM_015701.5"
"ENSG00000001617"	"ENSG00000001617.13"	"ENST00000002829"	"ENST00000002829.8"	"NM_004186.5"
"ENSG00000164604"	"ENSG00000164604.15"	"ENST00000424100"	"ENST00000424100.2"	"NM_001146267.2"
"ENSG00000136197"	"ENSG00000136197.15"	"ENST00000350427"	"ENST00000350427.5"	"NM_001099858.2"
"ENSG00000165685"	"ENSG00000165685.10"	"ENST00000543484"	"ENST00000543484.2"	"NM_001384896.1"
"ENSG00000001630"	"ENSG00000001630.19"	"ENST00000003100"	"ENST00000003100.13"	"NM_000786.4"
"ENSG00000196850"	"ENSG00000196850.7"	"ENST00000354300"	"ENST00000354300.5"	"NM_139283.2"
"ENSG00000149428"	"ENSG00000149428.22"	"ENST00000617285"	"ENST00000617285.5"	"NM_006389.5"
"ENSG00000111058"	"ENSG00000111058.9"	"ENST00000548058"	"ENST00000548058.6"	"NM_024560.4"
"ENSG00000181789"	"ENSG00000181789.15"	"ENST00000314797"	"ENST00000314797.10"	"NM_016128.4"
"ENSG00000111269"	"ENSG00000111269.4"	"ENST00000228865"	"ENST00000228865.3"	"NM_001310.4"
"ENSG00000168301"	"ENSG00000168301.14"	"ENST00000404589"	"ENST00000404589.8"	"NM_001128214.2"
"ENSG00000182870"	"ENSG00000182870.14"	"ENST00000328957"	"ENST00000328957.13"	"NM_001122636.2"
"ENSG00000108262"	"ENSG00000108262.17"	"ENST00000225394"	"ENST00000225394.8"	"NM_014030.4"
"ENSG00000037897"	"ENSG00000037897.18"	"ENST00000324871"	"ENST00000324871.12"	"NM_005371.6"
"ENSG00000172530"	"ENSG00000172530.23"	"ENST00000682872"	"ENST00000682872.1"	"NM_001386991.1"
"ENSG00000172782"	"ENSG00000172782.14"	"ENST00000612771"	"ENST00000612771.5"	"NM_178128.6"
"ENSG00000131386"	"ENSG00000131386.21"	"ENST00000339732"	"ENST00000339732.10"	"NM_054110.5"
"ENSG00000163359"	"ENSG00000163359.18"	"ENST00000295550"	"ENST00000295550.9"	"NM_004369.4"
"ENSG00000132781"	"ENSG00000132781.23"	"ENST00000456914"	"ENST00000456914.7"	"NM_001048174.2"
"ENSG00000086730"	"ENSG00000086730.18"	"ENST00000460943"	"ENST00000460943.6"	"NM_032464.3"
"ENSG00000163389"	"ENSG00000163389.13"	"ENST00000295588"	"ENST00000295588.9"	"NM_152305.3"
"ENSG00000166866"	"ENSG00000166866.14"	"ENST00000300119"	"ENST00000300119.8"	"NM_005379.4"
"ENSG00000067596"	"ENSG00000067596.13"	"ENST00000262415"	"ENST00000262415.8"	"NM_004941.3"
"ENSG00000144867"	"ENSG00000144867.14"	"ENST00000678299"	"ENST00000678299.1"	"NM_001379313.1"
"ENSG00000198648"	"ENSG00000198648.13"	"ENST00000355999"	"ENST00000355999.5"	"NM_013233.3"
"ENSG00000116701"	"ENSG00000116701.17"	"ENST00000367535"	"ENST00000367535.8"	"NM_000433.4"
"ENSG00000149499"	"ENSG00000149499.13"	"ENST00000394773"	"ENST00000394773.7"	"NM_153265.3"
"ENSG00000106459"	"ENSG00000106459.16"	"ENST00000393232"	"ENST00000393232.6"	"NM_005011.5"
"ENSG00000090539"	"ENSG00000090539.17"	"ENST00000204604"	"ENST00000204604.6"	"NM_003741.4"
"ENSG00000179583"	"ENSG00000179583.22"	"ENST00000324288"	"ENST00000324288.14"	"NM_000246.4"
"ENSG00000135124"	"ENSG00000135124.17"	"ENST00000337233"	"ENST00000337233.9"	"NM_002560.3"
"ENSG00000144278"	"ENSG00000144278.16"	"ENST00000392825"	"ENST00000392825.8"	"NM_052917.4"
"ENSG00000167985"	"ENSG00000167985.9"	"ENST00000301761"	"ENST00000301761.7"	"NM_017841.4"
"ENSG00000134072"	"ENSG00000134072.12"	"ENST00000256460"	"ENST00000256460.8"	"NM_003656.5"
"ENSG00000174943"	"ENSG00000174943.12"	"ENST00000568000"	"ENST00000568000.6"	"NM_178863.5"
"ENSG00000116266"	"ENSG00000116266.12"	"ENST00000370008"	"ENST00000370008.4"	"NM_007269.4"
"ENSG00000113805"	"ENSG00000113805.10"	"ENST00000263665"	"ENST00000263665.7"	"NM_020872.3"
"ENSG00000197302"	"ENSG00000197302.12"	"ENST00000316491"	"ENST00000316491.14"	"NM_001130913.2"
"ENSG00000141161"	"ENSG00000141161.13"	"ENST00000394570"	"ENST00000394570.7"	"NM_001267052.2"
"ENSG00000090534"	"ENSG00000090534.21"	"ENST00000647395"	"ENST00000647395.1"	"NM_000460.4"
"ENSG00000160703"	"ENSG00000160703.18"	"ENST00000409109"	"ENST00000409109.6"	"NM_001282144.2"
"ENSG00000134376"	"ENSG00000134376.18"	"ENST00000367400"	"ENST00000367400.8"	"NM_201253.3"
"ENSG00000008311"	"ENSG00000008311.17"	"ENST00000417368"	"ENST00000417368.7"	"NM_005763.4"
"ENSG00000113946"	"ENSG00000113946.5"	"ENST00000264734"	"ENST00000264734.3"	"NM_006580.4"
"ENSG00000240344"	"ENSG00000240344.11"	"ENST00000392283"	"ENST00000392283.9"	"NM_130906.3"
"ENSG00000141574"	"ENSG00000141574.9"	"ENST00000269389"	"ENST00000269389.8"	"NM_003004.3"
"ENSG00000126432"	"ENSG00000126432.15"	"ENST00000265462"	"ENST00000265462.9"	"NM_012094.5"
"ENSG00000108950"	"ENSG00000108950.13"	"ENST00000592554"	"ENST00000592554.2"	"NM_017565.4"
"ENSG00000111581"	"ENSG00000111581.11"	"ENST00000229179"	"ENST00000229179.9"	"NM_020401.4"
"ENSG00000114859"	"ENSG00000114859.17"	"ENST00000265593"	"ENST00000265593.9"	"NM_004366.6"
"ENSG00000081985"	"ENSG00000081985.15"	"ENST00000674203"	"ENST00000674203.2"	"NM_001374259.2"
"ENSG00000205356"	"ENSG00000205356.11"	"ENST00000447648"	"ENST00000447648.7"	"NM_015395.3"
